"B_cells"	"Cytotoxic_cells"	"Dendritic_cells"	"Eosinophils"	"Macrophages"	"Mast_cells"	"NK_cells"	"Neutrophils"	"T_cells_CD4"	"T_cells_CD8"	"T_cells_gamma_delta"	"T_regulatory_cells"	"Macrophages_M1"	"Macrophages_M2"	"Monocytes"	"Plasma_cells"	"Endothelial"	"Fibroblasts"
"NGLY1"	""	""	""	""	""	""	""	"CD96"	"GIMAP6"	"MELK"	""	""	""	""	""	""	""
"NUSAP1"	""	""	""	""	""	""	""	"CDK1"	"GZMM"	"MKI67"	""	""	""	""	""	""	""
"P2RX5"	""	""	""	""	""	""	""	"CDV3"	"IL16"	"NCR3"	""	""	""	""	""	""	""
"PTPN6"	""	""	""	""	""	""	""	"DNMT1"	"ITGAL"	"NUSAP1"	""	""	""	""	""	""	""
"PTTG1"	""	""	""	""	""	""	""	"DPEP2"	"ITK"	"PTP4A2"	""	""	""	""	""	""	""
"RASGRP2"	""	""	""	""	""	""	""	"FAIM3"	"LCK"	"PTPN7"	""	""	""	""	""	""	""
"RRM2"	""	""	""	""	""	""	""	"FAM65B"	"LEPROTL1"	"PVRIG"	""	""	""	""	""	""	""
"S1PR4"	""	""	""	""	""	""	""	"GIMAP6"	"LTB"	"RACGAP1"	""	""	""	""	""	""	""
"SMC4"	""	""	""	""	""	""	""	"GPSM3"	"LY9"	"RRM1"	""	""	""	""	""	""	""
"STAP1"	""	""	""	""	""	""	""	"GZMM"	"NCR3"	"RRM2"	""	""	""	""	""	""	""
"TCF3"	""	""	""	""	""	""	""	"HMGB2"	"PTPRC"	"SASH3"	""	""	""	""	""	""	""
"UBE2C"	""	""	""	""	""	""	""	"ICOS"	"PTPRCAP"	"SLAMF1"	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"IKZF1"	"PVRIG"	"SMC2"	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"IL16"	"RHOG"	"TDP1"	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ITK"	"SASH3"	"TMPO"	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"LCK"	"SLAMF1"	"TPX2"	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"LEPROTL1"	"TNFSF8"	"USP1"	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"LTA"	"TRAF3IP3"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"LTB"	"USP1"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"LY9"	"WAS"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"MBNL1"	"ZAP70"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"PTGER2"	"ZFP36L2"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"PTPRCAP"	"ZNF394"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"PVRIG"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"RPA3"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"RRM1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"SELPLG"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"SLAMF1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"STAP1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TCF7"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TNFSF8"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRAF3IP3"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRAT1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZAP70"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZNF394"	""	""	""	""	""	""	""	""	""
